,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
7002,Go All Night,0,200360,0.005229999999999999,0.733,0.637,0.000122,2,0.183,-8.056000000000001,1,0.0405,121.024,4,0.516
7006,Break Free,0,214840,0.0064,0.687,0.7020000000000001,4.35e-05,7,0.204,-5.324,0,0.0455,129.95600000000002,4,0.284
7007,Sleepless - Radio Edit,0,221421,0.141,0.722,0.635,0.0008730000000000001,6,0.3,-9.6,0,0.0419,123.999,4,0.53
7015,Svoboda - Ya Khoya Ya Khoya,0,174193,0.285,0.8079999999999999,0.564,0.0,9,0.109,-10.103,0,0.344,123.917,4,0.757
7018,اركض عالجم,0,246385,0.0371,0.632,0.901,2.45e-05,1,0.282,-4.982,1,0.0753,143.096,4,0.64
7019,Yoi Yoi,0,232040,0.16699999999999998,0.84,0.777,0.0,10,0.0373,-2.967,0,0.16,108.048,4,0.902
7020,Ana Kadab,0,212507,0.252,0.823,0.919,1.67e-06,1,0.119,-4.231,1,0.0906,147.985,4,0.941
7021,Shou Hal Ossa,0,260746,0.318,0.733,0.79,1.65e-05,2,0.17800000000000002,-4.166,0,0.121,137.953,4,0.563
7023,Khalina,0,287880,0.0128,0.685,0.903,1.58e-05,6,0.027000000000000003,-6.482,0,0.0392,127.985,4,0.8440000000000001
7024,Sushi,0,252100,0.007109999999999998,0.75,0.893,0.0,3,0.125,-4.762,1,0.0622,118.959,4,0.7929999999999999
7025,Keda Bardou,0,203550,0.0308,0.7759999999999999,0.596,0.0,6,0.0771,-7.607,0,0.0842,103.004,4,0.71
7026,Tsunami,0,249808,0.254,0.618,0.8370000000000001,0.0,9,0.6509999999999999,-8.037,0,0.309,125.28,4,0.618
7027,Ya Layaly,0,225410,0.0136,0.628,0.8109999999999999,5.5200000000000014e-05,6,0.107,-6.27,1,0.0583,128.013,4,0.514
7028,Tani Tani - Keep Connected,0,218675,0.0238,0.61,0.921,0.0,1,0.14,-3.587,1,0.0491,127.962,4,0.34
7029,Lessa Fi Kaman (feat. Shady Ahmed),0,280920,0.0599,0.701,0.823,0.000543,9,0.13699999999999998,-6.557,0,0.0426,108.002,4,0.599
7030,Diggi Style,0,186355,0.021,0.578,0.8140000000000001,0.0,6,0.0948,-2.463,0,0.165,89.992,4,0.5479999999999999
7031,Makayen,0,206576,0.0751,0.7240000000000001,0.589,7.709999999999999e-05,2,0.085,-7.947,0,0.105,199.848,4,0.487
7032,La Bezzaf,0,171733,0.0487,0.539,0.8190000000000001,0.0,4,0.0728,-3.36,0,0.051,207.947,4,0.35200000000000004
7034,Mayestahlushi (feat. Abla Fahita),0,318066,0.0353,0.711,0.591,0.206,7,0.08900000000000001,-10.026,0,0.054000000000000006,118.995,4,0.378
7035,Al Oula,0,176535,0.0573,0.6829999999999999,0.857,0.0,4,0.115,-6.51,0,0.0717,115.067,4,0.265
7036,Nifsi Aoulhalak,0,259235,0.000447,0.6940000000000001,0.924,1.06e-06,6,0.0983,-3.495,0,0.0448,128.003,4,0.414
7039,Lala Fatema,0,231653,0.0138,0.835,0.747,0.0,1,0.764,-6.832000000000002,1,0.16399999999999998,121.986,4,0.6579999999999999
7040,W Maak,0,221936,0.0106,0.7290000000000001,0.8340000000000001,5.42e-06,5,0.0789,-4.794,1,0.0861,125.048,4,0.5529999999999999
7041,Tjawazti Hdoudik,0,187177,0.257,0.812,0.7559999999999999,2.71e-06,3,0.438,-5.407,0,0.0508,100.004,4,0.705
7042,Arabeat - Deep House Remix,0,391288,0.000784,0.736,0.815,0.757,2,0.0397,-4.437,1,0.0436,122.992,4,0.649
7043,El Donia Shabab,0,206243,0.21600000000000005,0.7490000000000001,0.675,1.95e-06,6,0.125,-9.776,1,0.0421,125.957,4,0.591
7044,Hawa Hawa,0,255453,0.15,0.75,0.862,0.0225,9,0.0656,-5.352,0,0.0489,139.995,4,0.815
7045,Anany,0,276206,0.217,0.821,0.633,0.00126,10,0.139,-6.226,0,0.0551,127.989,4,0.556
7046,Oui Oui,0,200400,0.229,0.657,0.7759999999999999,8.12e-06,6,0.328,-6.422999999999999,1,0.0495,100.012,4,0.863
7048,Alawal,0,253793,0.0993,0.84,0.831,0.0,0,0.348,-4.142,0,0.199,104.946,4,0.8009999999999999
7050,Habeltouni,0,190093,0.0191,0.657,0.7440000000000001,0.0,6,0.412,-6.551,0,0.0567,98.029,4,0.417
7052,Bella,0,225006,0.523,0.778,0.926,0.0004730000000000001,5,0.151,-3.448,0,0.256,96.031,4,0.638
7055,Hafdal Ahlam,0,284129,0.0138,0.7340000000000001,0.648,0.039,1,0.124,-8.883,1,0.0462,124.038,4,0.398
7056,Sanya,0,202057,0.282,0.823,0.954,0.0,11,0.0597,-3.293,0,0.115,119.946,4,0.8140000000000001
7058,Mahragan Hanwalaa,0,170788,0.141,0.727,0.945,0.0,0,0.32299999999999995,-1.952,1,0.364,149.94799999999995,4,0.745
7059,Wana Maah,0,281979,0.00153,0.769,0.807,0.000731,11,0.0809,-5.0680000000000005,0,0.0425,122.996,4,0.797
7060,لا جوزاديرا (feat. Marc Anthony & Gente de Zona) - Arabic Version,0,207041,0.114,0.64,0.965,0.0,9,0.0961,-3.424,0,0.0593,95.063,4,0.885
7062,La fiesta,0,220419,0.0020800000000000003,0.72,0.917,1.27e-05,1,0.349,-3.304,1,0.0406,127.011,4,0.642
7063,Tigi Tigi (Original Mix),0,225640,0.0118,0.657,0.71,0.000923,1,0.0658,-14.331,1,0.12,190.035,4,0.96
7066,La Tghibe (Cyril M Remix),0,218226,0.264,0.795,0.872,0.000362,5,0.0587,-3.373,0,0.0488,100.024,4,0.966
7067,Trippin',0,193041,0.00187,0.419,0.735,0.0,10,0.189,-7.997999999999998,1,0.404,159.391,4,0.552
7068,Battle,0,232500,0.0376,0.579,0.523,0.8059999999999999,7,0.16899999999999998,-9.707,1,0.329,120.004,3,0.182
7069,Erotic Heat,0,263893,0.00426,0.858,0.574,0.93,10,0.0897,-8.841000000000003,0,0.0619,120.836,3,0.675
7070,Miau,0,138232,0.0011,0.7609999999999999,0.421,0.14800000000000002,10,0.0893,-8.037,0,0.114,80.04,4,0.363
7071,Pass That,0,193072,0.307,0.45,0.6659999999999999,0.684,11,0.103,-13.314,1,0.055,159.99200000000005,4,0.309
7072,Overture of Spaldin,0,232708,5.06e-05,0.509,0.454,0.7859999999999999,1,0.11,-13.815,0,0.0585,160.079,4,0.415
7073,Give It to Me,0,229013,0.00663,0.531,0.7879999999999999,0.00551,11,0.268,-7.3279999999999985,0,0.0783,159.695,4,0.284
7074,Divine,0,344618,0.114,0.478,0.769,0.906,8,0.098,-9.144,1,0.141,148.749,1,0.29100000000000004
7075,Enlightenment,0,195133,5.600000000000001e-05,0.589,0.711,0.928,1,0.0893,-8.1,1,0.0545,160.076,4,0.565
7076,Gimme Some Mo,0,275141,0.00011,0.677,0.581,0.0585,4,0.606,-10.394,0,0.223,159.952,4,0.381
7077,"Never Created, Never Destroyed",0,211710,0.000628,0.87,0.386,0.225,7,0.0322,-8.081,1,0.464,157.845,3,0.7340000000000001
7078,Over (feat. Malou Mørkeberg),0,276000,0.007090000000000002,0.6779999999999999,0.6759999999999999,0.921,7,0.0833,-12.189,1,0.0718,120.191,3,0.34700000000000003
7079,Flowers,0,165818,0.211,0.7709999999999999,0.476,0.862,10,0.0928,-9.002,0,0.0641,82.51,4,0.56
7080,1luv,0,283735,0.00105,0.455,0.805,0.603,11,0.101,-7.272,0,0.127,162.889,4,0.24
7081,02-52-03,0,234133,1.29e-05,0.743,0.955,0.887,7,0.443,-8.395,1,0.0857,149.929,4,0.386
7082,ON LYFE!!!!!!!!!!!!!!!!!!!!!!!!!,0,232240,0.14300000000000002,0.846,0.5770000000000001,0.005529999999999999,7,0.431,-10.706,1,0.337,80.003,4,0.174
7083,One Blood,0,168840,0.0269,0.414,0.687,8.88e-05,7,0.64,-6.284,1,0.172,119.73,3,0.531
7084,Set It,0,312106,0.0183,0.698,0.82,0.136,5,0.112,-6.601,0,0.14800000000000002,160.037,4,0.28800000000000003
7085,Chicago (feat. Lefty & Nikes),0,260625,0.008409999999999999,0.502,0.794,0.392,1,0.116,-9.8,1,0.0526,160.034,4,0.307
7086,Next Subject,0,303308,0.353,0.77,0.591,0.312,1,0.107,-9.2,1,0.339,79.768,4,0.101
7087,Way You Move,0,193439,0.0891,0.733,0.622,0.693,10,0.117,-10.293,0,0.0713,160.086,4,0.0898
7088,She Like 2 Twerk,0,219183,0.00034500000000000004,0.5479999999999999,0.843,0.7140000000000001,1,0.0766,-5.932,1,0.0669,119.951,3,0.649
7089,"Drank, Kush, Barz (feat. Spinn)",0,216560,0.00413,0.545,0.8029999999999999,3.52e-06,0,0.14400000000000002,-5.247000000000001,1,0.0603,160.19899999999996,4,0.374
7090,Roll Up That Loud,0,216007,0.00309,0.5820000000000001,0.5660000000000001,0.105,9,0.669,-11.039,1,0.23,160.151,4,0.274
7091,Neutrino,0,198000,0.404,0.585,0.471,0.311,6,0.206,-10.04,0,0.0508,119.943,3,0.152
7092,Turn Up,0,194541,0.0525,0.5529999999999999,0.59,0.00356,9,0.0812,-9.378,0,0.0544,160.08700000000005,4,0.19
7093,Divine,0,344618,0.114,0.478,0.769,0.906,8,0.098,-9.144,1,0.141,148.749,1,0.29100000000000004
7094,Flicka,0,214915,0.00148,0.7809999999999999,0.362,0.487,8,0.0879,-13.947,0,0.35700000000000004,159.656,4,0.379
7095,Elevate,0,208530,0.000515,0.772,0.8029999999999999,0.272,7,0.0957,-6.823,1,0.281,159.996,4,0.5920000000000001
7096,Bang,0,145500,0.0716,0.74,0.912,0.872,7,0.155,-6.232,1,0.408,160.032,4,0.3720000000000001
7097,Burnin Ya Boa (feat. DJ Manny),0,210248,0.0528,0.816,0.476,0.261,5,0.0923,-10.13,0,0.259,79.988,4,0.442
7098,Spald-Tascy,0,208007,0.102,0.6679999999999999,0.693,0.125,6,0.113,-10.38,1,0.11,159.99,4,0.259
7099,ICE CREAM,0,194440,0.0102,0.7809999999999999,0.277,0.7759999999999999,9,0.111,-14.314,0,0.0633,120.03,3,0.251
7100,New Start,0,270960,0.00335,0.428,0.467,0.885,10,0.228,-11.093,0,0.0925,108.998,5,0.121
7101,Still Geekin',0,150430,0.00322,0.74,0.754,0.0955,1,0.123,-8.602,0,0.232,160.043,4,0.187
7102,Feelin (feat. Spinn & Taso),0,270815,0.000115,0.374,0.836,0.737,4,0.34600000000000003,-7.502999999999999,1,0.0738,79.916,4,0.0937
7103,Bring It Back,0,217508,0.0427,0.846,0.677,0.585,7,0.0803,-7.602,1,0.255,160.02100000000004,4,0.7140000000000001
7104,Do Right,0,207000,0.000449,0.516,0.952,0.246,11,0.0959,-6.0070000000000014,0,0.0829,130.921,1,0.307
7105,DON'T JUST STAND THERE,0,206853,0.00881,0.7509999999999999,0.5539999999999999,0.00111,7,0.0389,-11.356,1,0.16,160.077,4,0.526
7106,Skkrtt,0,289133,3.68e-05,0.594,0.912,0.7020000000000001,6,0.389,-6.28,0,0.0615,159.985,4,0.27
7107,Grateful,0,195023,0.00201,0.6990000000000001,0.5670000000000001,0.0372,4,0.0838,-8.145,0,0.13,159.988,4,0.591
7108,R House,0,288800,0.00509,0.6890000000000001,0.91,0.7040000000000001,1,0.337,-5.311,1,0.355,120.053,3,0.624
7109,Keep the Drug$,0,210000,0.000323,0.634,0.804,0.0926,7,0.0643,-8.36,1,0.275,159.964,4,0.399
7110,WE GON DANCE,0,219320,0.0517,0.805,0.738,0.875,11,0.0744,-12.079,0,0.255,160.047,4,0.412
7111,MS Footwork,0,147008,1.35e-05,0.725,0.398,0.00962,7,0.0552,-8.152999999999999,1,0.0696,159.97299999999996,4,0.468
7112,"+3 (feat. DJ Rashad, DJ Paypal & Nasty Nigel)",0,212546,0.0494,0.44,0.69,0.267,11,0.189,-7.4929999999999986,0,0.121,160.043,4,0.358
7113,Hip Thruster,0,228002,0.0011,0.77,0.77,0.00192,1,0.0814,-7.616,1,0.119,159.931,4,0.0762
7114,Nycfw,0,246308,0.00428,0.616,0.443,0.0519,6,0.129,-17.179000000000002,0,0.0649,160.054,4,0.153
7115,Back Up Kid,0,193640,0.0135,0.594,0.6729999999999999,0.00792,7,0.388,-7.217,1,0.2,159.88,4,0.45
7116,Footwurk Homicide,0,168520,0.0594,0.726,0.731,0.0,6,0.19,-6.7120000000000015,1,0.57,122.079,3,0.797
7119,Gina Rodriguez - Latinos Trending Intro,0,12000,0.7,0.0,0.493,0.0,7,0.457,-6.102,1,0.0,0.0,0,0.0
7121,Call Off Your Ghost,0,218080,0.0662,0.777,0.777,0.00449,9,0.0926,-5.28,1,0.0514,119.98,4,0.109
7122,Borinquen Bella,0,233552,0.426,0.539,0.8340000000000001,0.0,10,0.0837,-3.907,1,0.053,149.829,4,0.447
7125,Déjate Querer,0,281960,0.322,0.758,0.847,0.0,11,0.128,-7.491,1,0.0346,114.472,4,0.909
7126,Almost Like Praying (feat. Artists for Puerto Rico) - Salsa Remix,0,194983,0.24,0.499,0.877,0.0,5,0.189,-3.471,0,0.0594,93.586,4,0.8079999999999999
7127,Tradición,0,320026,0.0839,0.5710000000000001,0.698,0.00319,0,0.127,-6.7860000000000005,1,0.109,132.215,4,0.909
7128,It's Time,0,229471,0.102,0.5539999999999999,0.8009999999999999,0.0,1,0.645,-6.452000000000001,1,0.278,77.969,4,0.6779999999999999
7131,Las Balas Lloran,0,176000,0.473,0.654,0.5579999999999999,0.0,0,0.112,-10.171,1,0.149,92.757,4,0.0659
7132,Somewhere,0,171093,0.325,0.556,0.537,0.000113,2,0.232,-6.8660000000000005,1,0.0282,116.964,4,0.301
7133,Parents' Divorce - Live,0,53066,0.541,0.809,0.6679999999999999,0.0,4,0.0964,-14.019,1,0.936,103.743,3,0.191
7134,Sunday Afternoon,0,205346,0.732,0.536,0.21,0.0,9,0.253,-12.111,0,0.0444,142.36700000000005,4,0.361
7135,Bendicion Mami,0,281666,0.00913,0.628,0.805,0.0,10,0.252,-5.908,0,0.324,158.42700000000005,4,0.379
7136,Otro Día Sera (Desencontrandonos),0,194453,0.128,0.6940000000000001,0.667,0.0,2,0.128,-6.9129999999999985,1,0.0618,96.039,4,0.853
7137,Famous,0,187093,0.152,0.411,0.419,5.15e-06,0,0.484,-7.05,1,0.0295,79.942,4,0.13699999999999998
7138,Don't Work,0,344638,0.00228,0.6970000000000001,0.753,0.638,0,0.128,-7.9689999999999985,0,0.054000000000000006,130.998,4,0.224
7139,Caminos Verdes,0,178706,0.0951,0.5710000000000001,0.469,0.00187,2,0.113,-12.064,1,0.0284,85.727,4,0.471
7140,Me Enamoro de Ella,0,259057,0.638,0.62,0.892,0.0,7,0.114,-6.932,1,0.0379,137.707,4,0.961
7155,Vertigo,0,270413,0.552,0.487,0.458,0.0257,4,0.117,-7.761,0,0.0371,115.989,4,0.207
7162,Vibe,0,174788,0.297,0.586,0.5670000000000001,0.0,11,0.101,-8.832,1,0.0522,132.02700000000002,4,0.383
7172,Let's Fall in Love for the Night,0,190348,0.802,0.737,0.408,0.0,5,0.171,-7.941,1,0.104,127.921,4,0.374
7179,Toxins,0,196010,0.0612,0.823,0.6509999999999999,0.0,11,0.117,-4.938,0,0.0466,121.021,4,0.7440000000000001
7186,You Come First (feat. Saweetie),0,191254,0.0352,0.745,0.7190000000000001,0.0,11,0.0639,-4.291,1,0.19,99.962,4,0.611
7187,Done,0,196153,0.4370000000000001,0.617,0.63,0.0,7,0.14400000000000002,-5.657,0,0.105,95.332,4,0.8220000000000001
7237,Goyard,0,167682,0.246,0.71,0.591,0.135,7,0.0743,-6.7189999999999985,0,0.0594,158.089,4,0.812
7238,V I B E,0,204000,0.733,0.759,0.614,0.0,11,0.299,-9.733,0,0.29100000000000004,140.079,4,0.765
7239,836 East,0,156734,0.0122,0.858,0.55,0.0,7,0.0983,-6.431,1,0.181,98.064,4,0.4370000000000001
7241,Dexxx,0,84000,0.343,0.785,0.679,0.0,0,0.106,-5.805,0,0.32299999999999995,160.148,4,0.48
7244,Chico,0,137219,0.5539999999999999,0.7490000000000001,0.621,0.00271,0,0.316,-12.887,1,0.184,120.097,4,0.54
7245,Bag,0,142628,0.402,0.885,0.672,0.0,11,0.104,-5.562,0,0.102,127.993,4,0.57
7246,Fountain of Youth,0,166022,0.15,0.708,0.6579999999999999,1.59e-05,11,0.103,-8.617,0,0.277,140.05,4,0.422
7247,Big Tyme,0,225903,0.0088,0.8740000000000001,0.523,0.0,2,0.58,-7.1770000000000005,1,0.292,83.073,4,0.24
7248,Feel Like That,0,156000,0.045,0.6659999999999999,0.441,0.0,2,0.0551,-10.469,1,0.362,80.109,4,0.424
7249,X'D Out,0,173042,0.0928,0.8170000000000001,0.521,0.0,6,0.109,-10.474,0,0.196,140.048,4,0.204
7250,Blackheart Heights,0,204669,0.0681,0.669,0.564,0.0,5,0.1,-6.5120000000000005,1,0.0778,83.057,4,0.14800000000000002
7251,Revenge,0,137116,0.055,0.623,0.7090000000000001,0.0,6,0.245,-7.5139999999999985,0,0.102,164.97799999999995,4,0.222
7252,Trap Music in My Uber,0,109160,0.236,0.7509999999999999,0.386,0.0,1,0.1,-9.914,1,0.202,130.043,4,0.315
7253,Vices,0,196911,0.322,0.947,0.7490000000000001,0.0,0,0.173,-4.067,1,0.162,127.999,4,0.7829999999999999
7254,Move,0,210124,0.0958,0.867,0.3720000000000001,0.0569,10,0.105,-13.25,0,0.249,82.525,4,0.5489999999999999
7255,Too Hot,0,152359,0.0749,0.867,0.268,1.51e-06,1,0.108,-8.492,1,0.13,89.05,4,0.489
7256,Come Down,0,143283,0.131,0.8109999999999999,0.7070000000000001,0.000218,0,0.275,-6.363,0,0.108,134.013,4,0.768
7257,Better Off,0,179352,0.141,0.462,0.735,0.0,10,0.171,-6.6110000000000015,0,0.125,88.115,4,0.608
7259,Seasons,0,196571,0.32,0.723,0.506,0.00255,11,0.315,-7.792000000000002,0,0.0509,105.021,4,0.5720000000000001
7266,Wonder,0,205930,0.00232,0.6829999999999999,0.784,0.0301,1,0.0907,-6.609,1,0.0286,105.049,4,0.857
7267,Safe,0,217000,0.484,0.475,0.448,2.7399999999999995e-05,8,0.0809,-8.399,0,0.0548,119.427,4,0.0702
7268,Young Lovers,0,198178,0.0436,0.597,0.6990000000000001,0.0472,5,0.197,-7.061,0,0.0761,195.954,4,0.688
7273,John Madden 2,0,153191,0.226,0.871,0.648,0.0,11,0.118,-5.886,0,0.3,94.023,4,0.409
7274,Waterworld (feat. GoldLink & Jazz Cartier),0,199698,0.416,0.384,0.8240000000000001,2.47e-05,5,0.185,-6.471,0,0.0796,81.608,4,0.5820000000000001
7275,Prince Charming,0,151062,0.454,0.6509999999999999,0.573,0.0,1,0.155,-9.468,1,0.315,78.219,4,0.605
7279,The Come Up,0,183768,0.0518,0.885,0.395,3.98e-05,0,0.156,-6.9529999999999985,1,0.384,145.83100000000005,4,0.422
7282,Never Ask (Subpar Funk),0,130093,0.135,0.674,0.657,0.0,0,0.0805,-8.126,1,0.245,106.84,4,0.535
7286,Can't Go Home,0,216493,0.677,0.782,0.595,0.00266,3,0.583,-7.256,0,0.16899999999999998,141.899,4,0.483
7287,Feel So Good (feat. Iamsu!),0,173745,0.094,0.78,0.807,0.0,2,0.277,-7.319,0,0.229,98.981,4,0.77
7289,Tainted,0,220212,0.0528,0.565,0.5660000000000001,0.0,3,0.3720000000000001,-6.932,0,0.34,140.76,3,0.392
7290,Cause I Can (feat. Velous),0,172310,0.0331,0.772,0.8029999999999999,8.36e-05,1,0.0894,-6.456,1,0.0993,155.977,4,0.5539999999999999
7293,With the Shits (feat. Young Thug),0,164396,0.00425,0.69,0.799,0.0,5,0.0865,-5.335,1,0.199,76.03,4,0.3670000000000001
7298,Lies 666,0,183000,0.0133,0.626,0.81,0.0,11,0.134,-4.229,0,0.0903,160.007,4,0.6829999999999999
7300,Stop Playing (feat. Chris Brown),0,174288,0.3720000000000001,0.5710000000000001,0.636,0.0,8,0.141,-5.9929999999999986,0,0.279,104.482,4,0.333
7301,Lit (feat. Lil Duval),0,208744,0.223,0.8490000000000001,0.607,0.0,1,0.155,-7.069,1,0.365,120.021,4,0.489
7304,That's What You Is (feat. Get A Bag Boyz & Lil Mex),0,161098,0.0286,0.473,0.759,2.27e-05,1,0.334,-5.805,1,0.26,154.891,4,0.598
7308,Better With You in It,0,313892,0.0256,0.481,0.465,0.0,1,0.218,-8.854,1,0.104,138.001,4,0.0993
7316,Omen Blood,0,161998,0.0397,0.59,0.7,6.39e-05,11,0.125,-7.871,1,0.0379,160.018,4,0.191
7317,Fuck It Up!,0,157377,0.025,0.93,0.433,1.15e-06,0,0.0496,-17.418,1,0.369,122.011,4,0.923
7318,Buss Down Brothers,0,136800,0.108,0.77,0.769,0.0,10,0.128,-6.636,0,0.272,100.07,4,0.5539999999999999
7320,Might Die Young (feat. Olivia O'Brien & Tinashe),0,206117,0.163,0.412,0.491,0.000191,6,0.0755,-9.252,1,0.0587,170.236,4,0.379
7322,Bad Vibes Forever,0,219480,0.655,0.78,0.654,0.0,5,0.128,-7.104,0,0.154,140.058,4,0.528
7325,My Niggaz (feat. Mozzy),0,303699,0.182,0.441,0.779,0.0,0,0.35100000000000003,-5.285,1,0.225,132.02,4,0.231
7346,Waves,0,181573,0.0391,0.5710000000000001,0.573,8.64e-06,10,0.331,-4.533,1,0.0383,96.122,4,0.0542
7350,Ni**as In Paris,0,219333,0.135,0.7859999999999999,0.868,0.0,1,0.218,-5.502999999999999,1,0.3,140.024,4,0.7709999999999999
7389,Birthday Song,0,309266,0.0607,0.754,0.597,0.0,1,0.13699999999999998,-2.745,1,0.0552,140.00799999999998,4,0.145
7392,Dat Side,0,259462,0.0124,0.867,0.563,0.0,1,0.0536,-8.431000000000001,1,0.141,147.97299999999996,4,0.502
7393,Movin' Around,0,258120,0.0764,0.78,0.599,0.0,10,0.14400000000000002,-8.136000000000001,0,0.329,108.913,4,0.446
7399,Blow the Whistle,0,163133,0.00399,0.92,0.635,0.0,8,0.149,-5.6179999999999986,1,0.309,99.972,4,0.545
7406,"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",0,186067,0.000819,0.748,0.512,0.0,8,0.116,-8.06,1,0.118,88.95,4,0.223
7407,Digital Dash,0,231231,0.00378,0.8809999999999999,0.5660000000000001,6.83e-06,2,0.204,-7.562,1,0.136,140.04,4,0.232
7409,Ambitionz Az A Ridah,0,278386,0.00286,0.787,0.902,0.000325,2,0.0792,-6.562,1,0.271,87.21799999999998,4,0.77
7412,Gin And Juice (feat. Dat Nigga Daz),0,211493,0.0287,0.5489999999999999,0.845,0.000492,7,0.67,-4.279,1,0.2,94.491,4,0.35100000000000003
7422,Jettski Grizzley (feat. Lil Pump),0,163200,0.0834,0.868,0.84,0.0,8,0.329,-6.557,1,0.175,100.028,4,0.439
7423,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),0,273087,0.12,0.877,0.54,0.0,4,0.23,-4.961,0,0.0513,141.984,4,0.255
7424,How You Like Me Now,0,217493,0.000973,0.647,0.71,0.703,0,0.0777,-4.692,1,0.029,110.059,4,0.268
7427,Breathe,0,270066,0.278,0.7190000000000001,0.863,0.0,10,0.336,-7.308,0,0.27,83.009,4,0.512
7428,I Need A Dollar,0,244386,0.17600000000000002,0.838,0.3670000000000001,0.0,6,0.0861,-11.833,0,0.0396,95.508,4,0.961
7429,So Excited,0,234106,0.161,0.5489999999999999,0.772,0.0,4,0.0681,-5.82,0,0.826,191.414,4,0.6629999999999999
7430,"All About U (ft. Nate Dogg, Snoop Dogg, Fatal & Yani Hadati)",0,276813,0.0652,0.856,0.7929999999999999,0.0,11,0.314,-4.004,0,0.147,103.206,4,0.778
7431,We Gonna Make It,0,224866,0.155,0.534,0.931,5.32e-06,2,0.166,-5.734,0,0.366,86.48899999999998,4,0.7090000000000001
7437,Sleep Walkin,0,184736,0.139,0.494,0.677,0.0,10,0.16,-6.83,0,0.4370000000000001,79.6,4,0.7390000000000001
7438,Alright,0,219333,0.0635,0.7959999999999999,0.75,0.0,7,0.0845,-6.074,1,0.226,110.027,4,0.5
7442,Tell Me When To Go (feat. Keak Da Sneak),0,237626,0.00659,0.935,0.732,0.00152,6,0.112,-7.358,1,0.298,106.984,4,0.314
7445,Transformer (feat. Nicki Minaj),0,196333,0.00151,0.753,0.616,7.1e-06,2,0.29100000000000004,-7.34,1,0.165,156.83,4,0.287
7463,Get Dripped (feat. Playboi Carti),0,158769,0.0987,0.955,0.4920000000000001,0.0,8,0.417,-8.443999999999999,1,0.395,130.062,4,0.904
7510,Powerglide (feat. Juicy J),0,332300,0.0149,0.7120000000000001,0.8290000000000001,0.0,1,0.122,-4.707,0,0.141,173.953,4,0.593
7511,WIN,0,214693,0.0137,0.8740000000000001,0.59,0.0,1,0.599,-2.977,1,0.12,126.033,4,0.332
7515,POWER,0,172893,0.0112,0.933,0.486,0.0,1,0.101,-7.962999999999999,1,0.0687,100.006,4,0.417
7539,Clout (feat. 21 Savage),0,200234,0.136,0.88,0.728,5.42e-05,10,0.338,-6.939,0,0.205,160.976,4,0.715
7541,Guatemala (feat. Slim Jxmmi) - From Swaecation,0,256341,0.185,0.8490000000000001,0.6990000000000001,0.00118,4,0.0954,-5.193,0,0.0574,100.989,4,0.0778
7546,Super Bass,0,200013,0.29,0.721,0.867,2.87e-06,11,0.503,-4.302,1,0.196,127.033,4,0.639
7579,Fine China,0,141586,0.0484,0.6559999999999999,0.542,0.0,7,0.126,-7.358,1,0.32299999999999995,166.111,4,0.551
7585,Kiss and Make Up,0,189173,0.0658,0.6779999999999999,0.7290000000000001,0.0,8,0.303,-4.188,1,0.13699999999999998,99.895,4,0.643
7600,Vertigo,0,270413,0.552,0.487,0.458,0.0257,4,0.117,-7.761,0,0.0371,115.989,4,0.207
7649,Noticed,0,165000,0.456,0.7020000000000001,0.5710000000000001,0.0,11,0.116,-7.54,1,0.0536,80.012,4,0.532
7709,LEG OVER,0,197972,0.58,0.601,0.6809999999999999,0.0,9,0.0934,-5.171,1,0.324,98.078,4,0.546
7711,Hurtin' Me - The Remix,0,241024,0.175,0.494,0.8290000000000001,0.0,0,0.37,-3.339,1,0.301,203.532,4,0.746
7712,Maybe One Day (English version),0,197663,0.214,0.693,0.728,1.44e-06,8,0.126,-5.205,1,0.038,106.98,4,0.266
7768,Have You Ever Seen The Rain?,0,160133,0.0664,0.741,0.6970000000000001,2.28e-05,0,0.133,-7.028,1,0.0277,116.109,4,0.774
7769,Fortunate Son,0,137786,0.22,0.627,0.706,0.114,0,0.244,-6.246,1,0.0336,132.55,4,0.491
7773,Gimme Shelter,0,270773,0.463,0.63,0.616,0.0408,1,0.173,-8.128,0,0.0309,118.65,4,0.509
7775,Go Your Own Way,0,218400,0.0219,0.597,0.812,0.00106,5,0.102,-12.062,1,0.0315,135.68,4,0.823
7786,I Feel the Earth Move,0,178560,0.648,0.711,0.5760000000000001,0.0022600000000000003,7,0.0528,-8.783999999999999,0,0.0305,120.116,4,0.645
7797,Lungs,0,154186,0.8109999999999999,0.542,0.34,4.45e-06,2,0.7290000000000001,-13.937,1,0.0434,96.893,4,0.5429999999999999
7822,16 Days,0,234213,0.242,0.561,0.741,0.0,0,0.0874,-5.8420000000000005,1,0.0537,127.467,4,0.404
7842,Warpaint,0,213787,0.08199999999999999,0.68,0.6579999999999999,0.0324,1,0.109,-5.356,1,0.0535,128.921,4,0.278
7865,Memorized,0,206373,0.333,0.547,0.555,0.000313,11,0.105,-7.316,0,0.163,95.102,4,0.575
7874,Sleepy Eyes,0,202886,0.0508,0.619,0.733,0.0,6,0.215,-6.699,1,0.138,97.023,4,0.493
